method,id,set,group_id,fold,score,boundary,tie,predicted_fpq
text,fpq_497,fpq,g_e5a761c9e362bd37,0,0.0233407461270303,0.0,0,1
text,fpq_517,fpq,g_adf307c1c4e0c1d9,0,0.04403092068697019,0.0,0,1
text,fpq_543,fpq,g_a108ca476d22f926,0,0.0984686883892334,0.0,0,1
text,fpq_546,fpq,g_5ca9e3e3726c0aed,0,-0.010616260782717837,0.0,0,0
text,fpq_547,fpq,g_5ca9e3e3726c0aed,0,0.05344867257807157,0.0,0,1
text,fpq_55,fpq,g_1e6435ddab760f8e,0,0.12868065247064292,0.0,0,1
text,fpq_558,fpq,g_ec08ec5bc743aabd,0,0.1405311946796715,0.0,0,1
text,fpq_559,fpq,g_1df5c809ca4cda6e,0,0.08371107566095022,0.0,0,1
text,fpq_565,fpq,g_b5e0498ed763e2db,0,0.1089277071689753,0.0,0,1
text,fpq_566,fpq,g_b5e0498ed763e2db,0,-0.03984344032173916,0.0,0,0
text,fpq_570,fpq,g_ea1b1292c8e74b26,0,0.007351126672379207,0.0,0,1
text,fpq_586,fpq,g_b96789edde5ebe02,0,0.11868749839871284,0.0,0,1
text,fpq_600,fpq,g_f2ba2f1437dbc4b1,0,0.18283452046000315,0.0,0,1
text,fpq_601,fpq,g_f2ba2f1437dbc4b1,0,0.19467523200218995,0.0,0,1
text,fpq_604,fpq,g_9a80d4288fb4a494,0,0.017671213488228796,0.0,0,1
text,fpq_611,fpq,g_56fcfb23779cd978,0,0.11891549897658736,0.0,0,1
text,fpq_62,fpq,g_7c76fd39492792e5,0,0.15500550681588418,0.0,0,1
text,fpq_625,fpq,g_48daddc9a2091b80,0,0.15859503936770464,0.0,0,1
text,fpq_626,fpq,g_cbd8e06081de3089,0,0.040028768930025355,0.0,0,1
text,fpq_63,fpq,g_1c2c52fa313ede3f,0,0.01823875053478813,0.0,0,1
text,fpq_636,fpq,g_cbd8e06081de3089,0,0.11180032528245407,0.0,0,1
text,fpq_638,fpq,g_cbd8e06081de3089,0,0.024420218867037116,0.0,0,1
text,fpq_64,fpq,g_1c2c52fa313ede3f,0,0.13198698812622783,0.0,0,1
text,fpq_640,fpq,g_7b40dfc7097a1344,0,0.04217958057304565,0.0,0,1
text,fpq_641,fpq,g_7b40dfc7097a1344,0,0.033867629468392,0.0,0,1
text,fpq_653,fpq,g_4acf2752c5f6a27e,0,0.1324551238093502,0.0,0,1
text,fpq_66,fpq,g_9fd46b63211f28f0,0,0.10542782055317615,0.0,0,1
text,fpq_666,fpq,g_a7f4db6c2258d390,0,-0.019396635652193225,0.0,0,0
text,fpq_67,fpq,g_9fd46b63211f28f0,0,0.0809985470141246,0.0,0,1
text,fpq_685,fpq,g_17e434e1e324de3d,0,0.12198475696603332,0.0,0,1
text,fpq_692,fpq,g_f297dcc30d3f8e37,0,0.1675231508565756,0.0,0,1
text,fpq_724,fpq,g_3f9c4d31bf083495,0,0.04955405175602223,0.0,0,1
text,fpq_727,fpq,g_1fc84291f05020ed,0,0.06109407186719129,0.0,0,1
text,fpq_728,fpq,g_1fc84291f05020ed,0,0.05345121501144764,0.0,0,1
text,fpq_738,fpq,g_9a80d4288fb4a494,0,0.06363306120108467,0.0,0,1
text,fpq_741,fpq,g_906b9e8c0c0517d1,0,0.00010697622954543295,0.0,0,1
text,fpq_743,fpq,g_b07e4772a464be48,0,0.07952367130737259,0.0,0,1
text,fpq_744,fpq,g_b07e4772a464be48,0,0.1609565015489646,0.0,0,1
text,fpq_745,fpq,g_b07e4772a464be48,0,0.08430531210292272,0.0,0,1
text,fpq_746,fpq,g_6385f4f592c98c5f,0,0.17557024026372636,0.0,0,1
text,fpq_75,fpq,g_4606044722220183,0,0.09149172680843587,0.0,0,1
text,fpq_775,fpq,g_90bd6c6ed64dca89,0,-0.08116157936662811,0.0,0,0
text,fpq_776,fpq,g_90bd6c6ed64dca89,0,-0.17482903682634565,0.0,0,0
text,fpq_777,fpq,g_90bd6c6ed64dca89,0,0.04824068779904471,0.0,0,1
text,fpq_780,fpq,g_74caadd15d94fa3e,0,0.00848026047608727,0.0,0,1
text,fpq_781,fpq,g_5ef26aca81075ee9,0,-0.08088999517070085,0.0,0,0
text,fpq_794,fpq,g_ec0536b04409d548,0,0.07437452489925209,0.0,0,1
text,fpq_801,fpq,g_d9f855016027d449,0,-0.030391572644235323,0.0,0,0
text,fpq_802,fpq,g_d9f855016027d449,0,0.10515128148649525,0.0,0,1
text,fpq_828,fpq,g_2b489445c1c9064f,0,0.018003790737307915,0.0,0,1
text,fpq_829,fpq,g_2b489445c1c9064f,0,0.03249596094591087,0.0,0,1
text,fpq_835,fpq,g_11fde16f0c8cca46,0,0.06641681089989304,0.0,0,1
text,fpq_836,fpq,g_11fde16f0c8cca46,0,0.04562278822514877,0.0,0,1
text,fpq_837,fpq,g_11fde16f0c8cca46,0,-0.05094369602209285,0.0,0,0
text,fpq_844,fpq,g_22c8588c92e14e07,0,0.020454326443952592,0.0,0,1
text,fpq_846,fpq,g_d009eb1ebebd1c8e,0,0.08330405133594754,0.0,0,1
text,fpq_847,fpq,g_d009eb1ebebd1c8e,0,0.13318410337106693,0.0,0,1
text,fpq_851,fpq,g_7a2638904ead299e,0,0.10048997606916674,0.0,0,1
text,fpq_852,fpq,g_69ab39542ebedb58,0,0.13130585367225087,0.0,0,1
text,fpq_854,fpq,g_69ab39542ebedb58,0,0.12938226301087608,0.0,0,1
text,fpq_858,fpq,g_a7e2f43f9dd68625,0,0.049138264995396856,0.0,0,1
text,fpq_89,fpq,g_c385ff6e98a203cc,0,0.149605185724318,0.0,0,1
text,fpq_90,fpq,g_c385ff6e98a203cc,0,0.10050105028157653,0.0,0,1
text,nfp_1004,nfp,g_ee7a062cb00ef613,0,-0.10899001602197901,0.0,0,0
text,nfp_1011,nfp,g_905798f6469780ed,0,0.0056062090505396706,0.0,0,1
text,nfp_1015,nfp,g_5342ae3daa3c7434,0,0.08807893289754287,0.0,0,1
text,nfp_1018,nfp,g_726e9e549f432cce,0,0.03323890120923871,0.0,0,1
text,nfp_1023,nfp,g_74b9464b5d58a496,0,0.14405428032340345,0.0,0,1
text,nfp_1025,nfp,g_38c5a119b8fda33d,0,0.06072004567807045,0.0,0,1
text,nfp_1027,nfp,g_7487e207b7e38b3d,0,0.047567878428156005,0.0,0,1
text,nfp_1030,nfp,g_ed494aefb6216f11,0,0.14607480860937566,0.0,0,1
text,nfp_1031,nfp,g_023287bf137a2d36,0,0.13718823209552816,0.0,0,1
text,nfp_1043,nfp,g_875024c3f522bef3,0,-0.12523132388449387,0.0,0,0
text,nfp_1044,nfp,g_77fdd807ddb682e3,0,-0.057515058070907274,0.0,0,0
text,nfp_1051,nfp,g_72ce52bdee35ee7d,0,-0.1269837693502554,0.0,0,0
text,nfp_1052,nfp,g_17576a9ee980b82a,0,-0.02431773817287862,0.0,0,0
text,nfp_1056,nfp,g_3f970328bf6a67c4,0,-0.008502462029990457,0.0,0,0
text,nfp_1070,nfp,g_0ba0a7f95dae4a27,0,-0.1367348187620268,0.0,0,0
text,nfp_1074,nfp,g_e2500c50726bc97d,0,0.03465052215897339,0.0,0,1
text,nfp_1076,nfp,g_79d1944fc789fc24,0,0.09855860976103327,0.0,0,1
text,nfp_1083,nfp,g_37db5c7cd4009473,0,0.02998348397576997,0.0,0,1
text,nfp_1084,nfp,g_d8500b15bfb5d0f1,0,-0.07668592568391212,0.0,0,0
text,nfp_1089,nfp,g_bd1dc50cd81dce8b,0,-0.07276154277423415,0.0,0,0
text,nfp_1099,nfp,g_871c24732bb05933,0,0.025347394102584006,0.0,0,1
text,nfp_1101,nfp,g_3fd7f6000501b9ed,0,-0.009695567999102261,0.0,0,0
text,nfp_1112,nfp,g_d7ea6f3465db8b63,0,-0.04541990306534392,0.0,0,0
text,nfp_1116,nfp,g_96e01a3e504ed5c1,0,-0.008883753434518415,0.0,0,0
text,nfp_1118,nfp,g_c0ba83e99d5b9beb,0,-0.04263225436640229,0.0,0,0
text,nfp_1119,nfp,g_97a93a9aa5c8200a,0,-0.01665367338386875,0.0,0,0
text,nfp_1120,nfp,g_09f6b6e2f8976aa1,0,-0.04579270589344121,0.0,0,0
text,nfp_1129,nfp,g_39253ec30588d028,0,-0.10782387360908548,0.0,0,0
text,nfp_1130,nfp,g_c62b909623a22334,0,-0.07336209875278808,0.0,0,0
text,nfp_1144,nfp,g_aeae73a3fb6f4db8,0,-0.05385000798781621,0.0,0,0
style,fpq_105,fpq,g_ec056b6d089273ff,0,-0.039764872200798315,0.0,0,0
style,fpq_111,fpq,g_1c2c52fa313ede3f,0,0.3455660843782011,0.0,0,1
style,fpq_116,fpq,g_1df5c809ca4cda6e,0,0.1496449213613761,0.0,0,1
style,fpq_120,fpq,g_3fb9a79c10c3fa86,0,0.2030921985726446,0.0,0,1
style,fpq_141,fpq,g_c76ca195098fc516,0,0.41710861941497424,0.0,0,1
style,fpq_145,fpq,g_cbd8e06081de3089,0,0.3684120559595415,0.0,0,1
style,fpq_146,fpq,g_cbd8e06081de3089,0,0.16723124124316097,0.0,0,1
style,fpq_147,fpq,g_cbd8e06081de3089,0,0.11305209871486142,0.0,0,1
style,fpq_148,fpq,g_cbd8e06081de3089,0,0.3592883209087377,0.0,0,1
style,fpq_155,fpq,g_e2560f21ed8b4e5b,0,0.44328735973566935,0.0,0,1
style,fpq_157,fpq,g_cbd8e06081de3089,0,0.21055740121336197,0.0,0,1
style,fpq_158,fpq,g_cbd8e06081de3089,0,0.43993294289142776,0.0,0,1
style,fpq_160,fpq,g_6a2cab99d0c153e5,0,-0.2666142123638189,0.0,0,0
style,fpq_164,fpq,g_63b9cf63c154dc5d,0,0.07552865972833615,0.0,0,1
style,fpq_166,fpq,g_bf573c2922a5f433,0,-0.03572320650104076,0.0,0,0
style,fpq_167,fpq,g_bf573c2922a5f433,0,0.1709411584630545,0.0,0,1
style,fpq_19,fpq,g_8124cae742b6aad4,0,0.22091492919614886,0.0,0,1
style,fpq_20,fpq,g_8124cae742b6aad4,0,0.6192141772797758,0.0,0,1
style,fpq_204,fpq,g_9dd8d2fc49205f38,0,0.3268486353578531,0.0,0,1
style,fpq_21,fpq,g_8124cae742b6aad4,0,-0.07538698674323245,0.0,0,0
style,fpq_221,fpq,g_355ddd3fdc98bf5b,0,-0.10922633406955796,0.0,0,0
style,fpq_223,fpq,g_ea3b58fed498a2f5,0,0.0399837039442546,0.0,0,1
style,fpq_226,fpq,g_306c413840376c8c,0,-0.0359591071336388,0.0,0,0
style,fpq_229,fpq,g_bb84c04480c36968,0,-0.10929830045285975,0.0,0,0
style,fpq_246,fpq,g_b60861031335942c,0,-0.37454690078888037,0.0,0,0
style,fpq_252,fpq,g_968ca6cdf6cf36dc,0,-0.04488850222171341,0.0,0,0
style,fpq_253,fpq,g_968ca6cdf6cf36dc,0,0.04091570607694635,0.0,0,1
style,fpq_254,fpq,g_968ca6cdf6cf36dc,0,0.07612239791423348,0.0,0,1
style,fpq_28,fpq,g_c385ff6e98a203cc,0,0.5912969585331314,0.0,0,1
style,fpq_29,fpq,g_c385ff6e98a203cc,0,0.33975704178249694,0.0,0,1
style,fpq_293,fpq,g_f52bbf2446ee723e,0,0.2135465475008793,0.0,0,1
style,fpq_294,fpq,g_f52bbf2446ee723e,0,0.5947958476288964,0.0,0,1
style,fpq_296,fpq,g_f85a9e0ea828ee7c,0,0.2052864274560542,0.0,0,1
style,fpq_308,fpq,g_cbd8e06081de3089,0,-0.13988948087305325,0.0,0,0
style,fpq_312,fpq,g_bdbdf9f140ffb344,0,-0.3543429463841339,0.0,0,0
style,fpq_313,fpq,g_bdbdf9f140ffb344,0,0.3900937244750129,0.0,0,1
style,fpq_327,fpq,g_7c6e8dcf510c5f13,0,-0.3637946881662296,0.0,0,0
style,fpq_350,fpq,g_44163c72fa9d592b,0,-0.10762492984759313,0.0,0,0
style,fpq_359,fpq,g_d28854be1aad3c97,0,0.35984765208434155,0.0,0,1
style,fpq_361,fpq,g_a9acc1858fdfd3e2,0,0.10175083159540024,0.0,0,1
style,fpq_362,fpq,g_a9acc1858fdfd3e2,0,-0.22551453454778714,0.0,0,0
style,fpq_394,fpq,g_bebaa054083074e9,0,0.1403266414481345,0.0,0,1
style,fpq_395,fpq,g_bebaa054083074e9,0,-0.022723304644800962,0.0,0,0
style,fpq_397,fpq,g_1f5469f09b16ecc3,0,0.24265050888112977,0.0,0,1
style,fpq_400,fpq,g_94c0fe3211436732,0,0.24477311852097955,0.0,0,1
style,fpq_403,fpq,g_94c0fe3211436732,0,0.36353575835578766,0.0,0,1
style,fpq_421,fpq,g_609a2b6d9e5999b2,0,0.026756362504878242,0.0,0,1
style,fpq_422,fpq,g_134b06bfa149feb0,0,0.4189434613347089,0.0,0,1
style,fpq_423,fpq,g_134b06bfa149feb0,0,0.12297729350067683,0.0,0,1
style,fpq_425,fpq,g_107eb984d25ea5ab,0,0.38609842022199214,0.0,0,1
style,fpq_426,fpq,g_107eb984d25ea5ab,0,0.10462840055057249,0.0,0,1
style,fpq_45,fpq,g_3a1d44267b620661,0,0.46677111623463813,0.0,0,1
style,fpq_477,fpq,g_ad1bc9af0bd65616,0,0.18260746724758348,0.0,0,1
style,fpq_479,fpq,g_322ef7eb4b0b8b42,0,0.3438002784607187,0.0,0,1
style,fpq_497,fpq,g_e5a761c9e362bd37,0,0.05052148686915566,0.0,0,1
style,fpq_517,fpq,g_adf307c1c4e0c1d9,0,0.15169305728659876,0.0,0,1
style,fpq_543,fpq,g_a108ca476d22f926,0,0.16404411684074338,0.0,0,1
style,fpq_546,fpq,g_5ca9e3e3726c0aed,0,-0.24326126040727813,0.0,0,0
style,fpq_547,fpq,g_5ca9e3e3726c0aed,0,0.09059355821776599,0.0,0,1
style,fpq_55,fpq,g_1e6435ddab760f8e,0,0.8194615059540284,0.0,0,1
style,fpq_558,fpq,g_ec08ec5bc743aabd,0,0.47318566297454184,0.0,0,1
style,fpq_559,fpq,g_1df5c809ca4cda6e,0,0.6133913147981709,0.0,0,1
style,fpq_565,fpq,g_b5e0498ed763e2db,0,0.10525555522296434,0.0,0,1
style,fpq_566,fpq,g_b5e0498ed763e2db,0,-0.24842525133891125,0.0,0,0
style,fpq_570,fpq,g_ea1b1292c8e74b26,0,-0.03516461973033928,0.0,0,0
style,fpq_586,fpq,g_b96789edde5ebe02,0,0.21378870326324617,0.0,0,1
style,fpq_600,fpq,g_f2ba2f1437dbc4b1,0,0.5474035533279068,0.0,0,1
style,fpq_601,fpq,g_f2ba2f1437dbc4b1,0,0.5406869236673506,0.0,0,1
style,fpq_604,fpq,g_9a80d4288fb4a494,0,-0.355249812249796,0.0,0,0
style,fpq_611,fpq,g_56fcfb23779cd978,0,0.1471913678156889,0.0,0,1
style,fpq_62,fpq,g_7c76fd39492792e5,0,0.46488327162341003,0.0,0,1
style,fpq_625,fpq,g_48daddc9a2091b80,0,0.57712064038312,0.0,0,1
style,fpq_626,fpq,g_cbd8e06081de3089,0,-0.1884508456923885,0.0,0,0
style,fpq_63,fpq,g_1c2c52fa313ede3f,0,0.03266154736186547,0.0,0,1
style,fpq_636,fpq,g_cbd8e06081de3089,0,0.3310581579131848,0.0,0,1
style,fpq_638,fpq,g_cbd8e06081de3089,0,-0.2400202396494172,0.0,0,0
style,fpq_64,fpq,g_1c2c52fa313ede3f,0,0.2614207131604856,0.0,0,1
style,fpq_640,fpq,g_7b40dfc7097a1344,0,0.10405367672064827,0.0,0,1
style,fpq_641,fpq,g_7b40dfc7097a1344,0,0.208854931329287,0.0,0,1
style,fpq_653,fpq,g_4acf2752c5f6a27e,0,0.2051558642273476,0.0,0,1
style,fpq_66,fpq,g_9fd46b63211f28f0,0,0.23680598759651927,0.0,0,1
style,fpq_666,fpq,g_a7f4db6c2258d390,0,-0.5223867606448445,0.0,0,0
style,fpq_67,fpq,g_9fd46b63211f28f0,0,0.2859775109200823,0.0,0,1
style,fpq_685,fpq,g_17e434e1e324de3d,0,0.4825965139206467,0.0,0,1
style,fpq_692,fpq,g_f297dcc30d3f8e37,0,0.2742045385943299,0.0,0,1
style,fpq_724,fpq,g_3f9c4d31bf083495,0,0.04708519839679195,0.0,0,1
style,fpq_727,fpq,g_1fc84291f05020ed,0,-0.04086831366257222,0.0,0,0
style,fpq_728,fpq,g_1fc84291f05020ed,0,0.20962428865397234,0.0,0,1
style,fpq_738,fpq,g_9a80d4288fb4a494,0,0.08774677026253987,0.0,0,1
style,fpq_741,fpq,g_906b9e8c0c0517d1,0,0.0715164196076678,0.0,0,1
style,fpq_743,fpq,g_b07e4772a464be48,0,-0.012629098977108053,0.0,0,0
style,fpq_744,fpq,g_b07e4772a464be48,0,0.4683294184545882,0.0,0,1
style,fpq_745,fpq,g_b07e4772a464be48,0,0.383259430841383,0.0,0,1
style,fpq_746,fpq,g_6385f4f592c98c5f,0,0.6951344846820551,0.0,0,1
style,fpq_75,fpq,g_4606044722220183,0,0.26636392923947183,0.0,0,1
style,fpq_775,fpq,g_90bd6c6ed64dca89,0,-0.09509665220998904,0.0,0,0
style,fpq_776,fpq,g_90bd6c6ed64dca89,0,-0.4284142757998972,0.0,0,0
style,fpq_777,fpq,g_90bd6c6ed64dca89,0,0.4626920096254894,0.0,0,1
style,fpq_780,fpq,g_74caadd15d94fa3e,0,0.1211375745897686,0.0,0,1
style,fpq_781,fpq,g_5ef26aca81075ee9,0,-0.39353013051290375,0.0,0,0
style,fpq_794,fpq,g_ec0536b04409d548,0,0.158363487573164,0.0,0,1
style,fpq_801,fpq,g_d9f855016027d449,0,-0.19313572109745625,0.0,0,0
style,fpq_802,fpq,g_d9f855016027d449,0,0.3942474404283271,0.0,0,1
style,fpq_828,fpq,g_2b489445c1c9064f,0,-0.14739988116226854,0.0,0,0
style,fpq_829,fpq,g_2b489445c1c9064f,0,-0.38902692566841823,0.0,0,0
style,fpq_835,fpq,g_11fde16f0c8cca46,0,-0.04184529174884778,0.0,0,0
style,fpq_836,fpq,g_11fde16f0c8cca46,0,-0.15036492775498744,0.0,0,0
style,fpq_837,fpq,g_11fde16f0c8cca46,0,0.09692842039804893,0.0,0,1
style,fpq_844,fpq,g_22c8588c92e14e07,0,0.14185100711165308,0.0,0,1
style,fpq_846,fpq,g_d009eb1ebebd1c8e,0,0.20427135149042097,0.0,0,1
style,fpq_847,fpq,g_d009eb1ebebd1c8e,0,0.6557587580589088,0.0,0,1
style,fpq_851,fpq,g_7a2638904ead299e,0,0.28013504851185483,0.0,0,1
style,fpq_852,fpq,g_69ab39542ebedb58,0,0.2962983971988417,0.0,0,1
style,fpq_854,fpq,g_69ab39542ebedb58,0,0.404430077688406,0.0,0,1
style,fpq_858,fpq,g_a7e2f43f9dd68625,0,-0.36129623636802455,0.0,0,0
style,fpq_89,fpq,g_c385ff6e98a203cc,0,0.182571697635397,0.0,0,1
style,fpq_90,fpq,g_c385ff6e98a203cc,0,0.3244314333735268,0.0,0,1
style,nfp_1004,nfp,g_ee7a062cb00ef613,0,0.05262685887913575,0.0,0,1
style,nfp_1011,nfp,g_905798f6469780ed,0,0.37496040914317824,0.0,0,1
style,nfp_1015,nfp,g_5342ae3daa3c7434,0,0.2063109258524578,0.0,0,1
style,nfp_1018,nfp,g_726e9e549f432cce,0,0.17847730800852746,0.0,0,1
style,nfp_1023,nfp,g_74b9464b5d58a496,0,0.1796586524913788,0.0,0,1
style,nfp_1025,nfp,g_38c5a119b8fda33d,0,0.17458915483869758,0.0,0,1
style,nfp_1027,nfp,g_7487e207b7e38b3d,0,0.1488780530445472,0.0,0,1
style,nfp_1030,nfp,g_ed494aefb6216f11,0,0.5253837984157564,0.0,0,1
style,nfp_1031,nfp,g_023287bf137a2d36,0,0.32514139641133577,0.0,0,1
style,nfp_1043,nfp,g_875024c3f522bef3,0,-0.019036925642243782,0.0,0,0
style,nfp_1044,nfp,g_77fdd807ddb682e3,0,0.11233966481613018,0.0,0,1
style,nfp_1051,nfp,g_72ce52bdee35ee7d,0,-0.11453954815079818,0.0,0,0
style,nfp_1052,nfp,g_17576a9ee980b82a,0,0.027010468592105277,0.0,0,1
style,nfp_1056,nfp,g_3f970328bf6a67c4,0,0.2989791301780319,0.0,0,1
style,nfp_1070,nfp,g_0ba0a7f95dae4a27,0,-0.13561187462430152,0.0,0,0
style,nfp_1074,nfp,g_e2500c50726bc97d,0,0.28961394845699256,0.0,0,1
style,nfp_1076,nfp,g_79d1944fc789fc24,0,0.35084270915810895,0.0,0,1
style,nfp_1083,nfp,g_37db5c7cd4009473,0,-0.11887794084014942,0.0,0,0
style,nfp_1084,nfp,g_d8500b15bfb5d0f1,0,-0.4519765003130758,0.0,0,0
style,nfp_1089,nfp,g_bd1dc50cd81dce8b,0,-0.21681515364126835,0.0,0,0
style,nfp_1099,nfp,g_871c24732bb05933,0,0.03542225019914909,0.0,0,1
style,nfp_1101,nfp,g_3fd7f6000501b9ed,0,-0.39005449343952664,0.0,0,0
style,nfp_1112,nfp,g_d7ea6f3465db8b63,0,-0.27046490640581566,0.0,0,0
style,nfp_1116,nfp,g_96e01a3e504ed5c1,0,-0.23162452065426292,0.0,0,0
style,nfp_1118,nfp,g_c0ba83e99d5b9beb,0,-0.3307166515462033,0.0,0,0
style,nfp_1119,nfp,g_97a93a9aa5c8200a,0,-0.09813554084408359,0.0,0,0
style,nfp_1120,nfp,g_09f6b6e2f8976aa1,0,-0.17973793477821776,0.0,0,0
style,nfp_1129,nfp,g_39253ec30588d028,0,-0.38798322664744667,0.0,0,0
style,nfp_1130,nfp,g_c62b909623a22334,0,-0.20418265255083934,0.0,0,0
style,nfp_1144,nfp,g_aeae73a3fb6f4db8,0,-0.3909698657602224,0.0,0,0
masked,fpq_105,fpq,g_ec056b6d089273ff,0,0.0005882084840694466,0.0,0,1
masked,fpq_111,fpq,g_1c2c52fa313ede3f,0,0.0015105643414842222,0.0,0,1
masked,fpq_116,fpq,g_1df5c809ca4cda6e,0,0.0010116177837547688,0.0,0,1
masked,fpq_120,fpq,g_3fb9a79c10c3fa86,0,0.0008596545508410434,0.0,0,1
masked,fpq_141,fpq,g_c76ca195098fc516,0,0.001961548807151197,0.0,0,1
masked,fpq_145,fpq,g_cbd8e06081de3089,0,0.0009863766414595684,0.0,0,1
masked,fpq_146,fpq,g_cbd8e06081de3089,0,0.0010240141258497258,0.0,0,1
masked,fpq_147,fpq,g_cbd8e06081de3089,0,0.0006720392986228228,0.0,0,1
masked,fpq_148,fpq,g_cbd8e06081de3089,0,0.000446903696733769,0.0,0,1
masked,fpq_155,fpq,g_e2560f21ed8b4e5b,0,0.001340460318007578,0.0,0,1
masked,fpq_157,fpq,g_cbd8e06081de3089,0,0.0009076766109864321,0.0,0,1
masked,fpq_158,fpq,g_cbd8e06081de3089,0,0.0012810725364325484,0.0,0,1
masked,fpq_160,fpq,g_6a2cab99d0c153e5,0,0.00018867872399669274,0.0,0,1
