method,id,set,group_id,partition,false_score,gate_on,premise_count,record_sha256
verify_extracted,fpq_216,fpq,g_ba345732bf0da6e5,fit,0.01,0,4,9c6b961248fef06c5b2af43a9bf1ee4686356b4e71174090879f45b747086134
verify_extracted,fpq_217,fpq,g_f6c91e0f72eb5194,dev,0.0,0,5,2d538724d26d36c9d81cc953a6c305d3b95a55b6a43701485ade823c6295d9ff
verify_extracted,fpq_218,fpq,g_f6c91e0f72eb5194,dev,0.8,1,6,3eeb3e865330b6f008cc778688c8960b5a2342826ec91ff6b7430a85b200d38b
verify_extracted,fpq_219,fpq,g_f6c91e0f72eb5194,dev,0.0,0,2,359a09a31c3400e3c5e1b9deaa02d3f6955ef51ccbcf48b660c2cf7016003366
verify_extracted,fpq_22,fpq,g_158a89f5efc1c650,fit,0.0,0,3,5d2ba791379c88f3986e866d7afa4b2e7cdf3fe251c8b24dac92ea03880b60b3
verify_extracted,fpq_220,fpq,g_e88d95fcd902f167,fit,0.0,0,2,056e2827f1bc907ea391a08cb65f4d7cebad0d1cb0a5993d780ec943b4f86f95
verify_extracted,fpq_221,fpq,g_355ddd3fdc98bf5b,test,0.0,0,6,7b29f35df01fb7a7b8f60fbc2a3fef05c95ea5aa3ed59b6554717973173d4010
verify_extracted,fpq_222,fpq,g_884e56b99d8764d7,fit,0.0,0,2,3df9243e3ab2509d64b84c8a191892819590aa9c6fea6a40ba33127f29701aa7
verify_extracted,fpq_223,fpq,g_ea3b58fed498a2f5,test,0.0,0,3,27dd7f667853ca66d237584396f44addc38a3eeab3bd84df6bbf1f386ed7d548
verify_extracted,fpq_224,fpq,g_5d198dc87f6265c9,fit,0.3,0,3,3b069483068906c46dd49771da3ed7c90aa6c71dc079c7d774789de9eb1ba678
verify_extracted,fpq_225,fpq,g_702204dfce746542,fit,0.05,0,5,77e55787abeb1c5c439dee0d454945597a68d27de5cae767eb6c72dca4e67331
verify_extracted,fpq_226,fpq,g_306c413840376c8c,test,0.65,1,5,334031999eb13c775cd8b6d21c81d3f112f47b8ffe6df1891243400cd627fbfe
verify_extracted,fpq_227,fpq,g_0243a11f53c40470,fit,0.05,0,4,008b609beb39acff357fabf15445df1142f3219bf08876dbc53763bc6ca4d332
verify_extracted,fpq_228,fpq,g_0243a11f53c40470,fit,0.0,0,5,cee85f015db5c3110230b1075881dde82251670dcf74bfba5e1d4e3b9ace128c
verify_extracted,fpq_229,fpq,g_bb84c04480c36968,test,0.01,0,3,7bfaded6a4bb69b3afc7f4a10915a342bd3bbdb200881929b23007ac05317d7a
verify_extracted,fpq_23,fpq,g_e9ef70af37257443,fit,0.05,0,5,760b59d079f2d2df31603082c89513a7f696b12629711c44b63eb9f9825f2e5f
verify_extracted,fpq_230,fpq,g_a1de105f42d2030f,fit,0.0,0,4,3e9e40f17c89cd040eab3f8b3e94d7d0979dbc2b634026eb04d84232b1e04977
verify_extracted,fpq_231,fpq,g_a1de105f42d2030f,fit,0.0,0,3,0997ba73d3297587bd2dc4a2abac62ab44d338fdb987d988b66ac38d0fddd24c
verify_extracted,fpq_232,fpq,g_a1de105f42d2030f,fit,0.0,0,7,c4216c4d192494b7155f2519656cb2c7147dea438fa5d684d9a2be666589c3ab
verify_extracted,fpq_233,fpq,g_a1de105f42d2030f,fit,0.45,0,3,2b832f5fa9d86cb03835072f98c53de9a6e63f58ac7d1a1497c272edc170b7c1
verify_extracted,fpq_234,fpq,g_a1de105f42d2030f,fit,0.0,0,2,586d7f3c54e50c9e36ddeb9e5a907a351ef7add2c543504f1fdfd28b33bc1f57
verify_extracted,fpq_236,fpq,g_c18b37c73a9e6d5f,fit,0.0,0,2,b3947b1e12af9c44a7f6c0d750ae59328bf403a6a34807ffa54774f3530ba2a3
verify_extracted,fpq_237,fpq,g_c18b37c73a9e6d5f,fit,0.0,0,4,0845876591c564fd3bb29b308252c3ae9c6303f97a4d1cbac74f922761717755
verify_extracted,fpq_238,fpq,g_c18b37c73a9e6d5f,fit,0.0,0,3,159873003c0bcfd972aab507e836658308dd0d5e8cc747507cdda7713f093db5
verify_extracted,fpq_239,fpq,g_ed0f1d38c4159510,dev,0.0,0,3,34129073a8f21f157a38673b27e48d32a364c02c7eb0f397d6f124bc29061c12
verify_extracted,fpq_24,fpq,g_846fcef047e655d9,fit,0.95,1,3,ce26ed79618ecfa93bd064b4f962afe830eaf528fdf8e863054541bfda7925cf
verify_extracted,fpq_240,fpq,g_ed0f1d38c4159510,dev,0.01,0,4,e749cadc1bae8b86023d0ddb48c43627647ebb5a0f60bd86321e6515d64a7444
verify_extracted,fpq_241,fpq,g_3dd398a61fb84167,dev,0.0,0,4,d66c0782bd55e0da59a96449f8410c9dcf0175f5eb37fdfdc50c2c0e2f3eea1f
verify_extracted,fpq_244,fpq,g_d180357230a9e381,fit,0.0,0,5,04aeb0da2d7dacea07a4b14f73a872c0be1c4792105bb985ad032e607cfd2616
verify_extracted,fpq_245,fpq,g_851c78024fbdf837,fit,0.0,0,4,d20f96cd549fcc1848b31afa6ee2d3ddaa35e73ca495fda8c65acf3b8da5d419
verify_extracted,fpq_246,fpq,g_b60861031335942c,test,0.0,0,6,b5911e01affda26541f52da0c1f8765596b378d03804bf3b6ce26f89547b88d4
verify_extracted,fpq_247,fpq,g_5bbb16d8d84399dc,fit,0.2,0,3,2ecc8747a6205a3f111f3d99fbe55cba7f62edbf262ed3a1fdf59dce794a88dc
verify_extracted,fpq_248,fpq,g_8c556995ab534f4a,fit,0.0,0,4,08e72e0ee9a329adeca567529ea8682ef06f897223be239b73227aab2d4c5756
verify_extracted,fpq_249,fpq,g_8c556995ab534f4a,fit,0.01,0,3,e69d4e0a36c8efec0273e2b5bfcfacb67d9dc5ff3c1fb1fe151d397cc8254677
verify_extracted,fpq_25,fpq,g_2fa6e5ef34e0df75,fit,0.0,0,3,bab853064a2c56bce6a9febfb76f9d4c7f83ed2bc17b34fbcdfac43ce8895028
verify_extracted,fpq_250,fpq,g_3a639c3577edbd5d,fit,0.1,0,6,a70cc49f826e79d3139d0139c74a13aa713804b8d3c25989a2e5357ae288ed9e
verify_extracted,fpq_251,fpq,g_3a639c3577edbd5d,fit,0.01,0,2,e9ebfca07967d67996f8eb7b9a333d4d6fe3f8c991de7ab4102568b40e3adcc4
verify_extracted,fpq_252,fpq,g_968ca6cdf6cf36dc,test,0.03,0,5,e34a6931fdcb4667fe4d4f734073b32f17f0770abcc63e688d8d1278b25b321c
verify_extracted,fpq_253,fpq,g_968ca6cdf6cf36dc,test,0.1,0,4,c35f73f133a3123243e78b6618297be163da80f18d345bdd51ea5dfbe37070f2
verify_extracted,fpq_254,fpq,g_968ca6cdf6cf36dc,test,0.15,0,4,4639f13d7c30bd7459e50086f3a6735c3c9c61aa9a758616a16db81a26a420ee
verify_extracted,fpq_255,fpq,g_c0997e51d65d0496,dev,0.01,0,4,3a057d79c053f059df780196c80b82bbd78749cb5fddaafbd358b5543b1b89d8
verify_extracted,fpq_256,fpq,g_c0997e51d65d0496,dev,0.05,0,4,ee5c386c7247c9609e9885986e98efefc155497963425662712c2a7331a38568
verify_extracted,fpq_257,fpq,g_bf7120dde2b7a065,fit,0.02,0,6,0eb69219608f66c99f67e88514cac281d99a1c06757331a1d46a25c1b6ffe23e
verify_extracted,fpq_258,fpq,g_bf7120dde2b7a065,fit,0.1,0,3,e09182e1aa958b9602032f520a39a4cac64ada6543378e7c63b9a8f607c6adcd
verify_extracted,fpq_259,fpq,g_f1911448fada53f3,fit,0.2,0,4,cd1c3dd5ff361fbe909ab7b5c628d5c8a6f6f8b115734757e2fbc6e4bb45713a
verify_extracted,fpq_26,fpq,g_2fa6e5ef34e0df75,fit,0.1,0,3,d8c9f73d132180033338a0a366b70bee42f27b3f90124eac6c5a959704089be5
verify_extracted,fpq_260,fpq,g_f1911448fada53f3,fit,0.0,0,4,8466aacb72afa102f34dc9f4d045366784723eb25448418dc2952fab295970ae
verify_extracted,fpq_261,fpq,g_a123af131f86bff4,dev,0.08,0,2,b4402acea1d6cb988051bb813358ba344d35b6c7394568d3de4869614fd21286
verify_extracted,fpq_262,fpq,g_5c82a064d84d0134,fit,0.65,1,3,e5cf4c8fff116c376aef83420520fa4fc1ac6f3b50864f967459aeb044f5bbad
verify_extracted,fpq_263,fpq,g_056696697b597850,fit,0.02,0,4,50af58fce577fa7c35d207943554d6fb7bb390c73c5387f513c53c87f1df8e4e
verify_extracted,fpq_264,fpq,g_056696697b597850,fit,0.0,0,6,5faca2378ac26161d22095d54bf20e2730931f3d6a559a4171293d47a060f37d
verify_extracted,fpq_265,fpq,g_e784d5f2127d8f1d,fit,0.0,0,4,b94d9c2fb09f01ec95f0e09250d4ad431a35722c3024eb534a6c28390ce86eb7
verify_extracted,fpq_266,fpq,g_e784d5f2127d8f1d,fit,0.08,0,3,fba426ca8b802b64a4eaf155199d4567605b0955b329c788db8435c195c3c8f4
verify_extracted,fpq_267,fpq,g_f7c82ade31e0e73d,fit,0.08,0,5,a91c5842672c514bb05dc291bc5813e7522528ee1e797ba8b22fa6987982f935
verify_extracted,fpq_268,fpq,g_406d9d9dcd2cb2f9,fit,0.02,0,7,707fd899116afe7017e13611422eb2b0ece80bb2b7cc6b284fb438fc150ec1b2
verify_extracted,fpq_269,fpq,g_406d9d9dcd2cb2f9,fit,0.25,0,4,f4e06825daad4148898010be02a93d056188fc46fc5c4ea1b5c79e18fff5542e
verify_extracted,fpq_27,fpq,g_2fa6e5ef34e0df75,fit,0.02,0,2,9a673db14203f28d2d3d0d46e9dc8eef42512d96622bfd3c5cf688af062fcb17
verify_extracted,fpq_270,fpq,g_406d9d9dcd2cb2f9,fit,0.0,0,4,bb00d5266d87d22f0012c433c68398e9467a95a668052d12e0eea22aa82b30b8
verify_extracted,fpq_271,fpq,g_406d9d9dcd2cb2f9,fit,0.0,0,3,605ab2d7b9dc7509a1e7ba4a1fdb400e78fd23c88a8a63b6612d257de2cf0796
